time,volt,
-1.8399996438e-07,2.00e-02
-1.8199998553e-07,2.00e-02
-1.8000000668e-07,4.00e-02
-1.7799997099e-07,4.00e-02
-1.7599999214e-07,4.00e-02
-1.7399995645e-07,4.00e-02
-1.7199997760e-07,2.00e-02
-1.6999999875e-07,2.00e-02
-1.6799996306e-07,2.00e-02
-1.6599998421e-07,2.00e-02
-1.6400000536e-07,0.00e+00
-1.6199996966e-07,2.00e-02
-1.5999999082e-07,2.00e-02
-1.5800001197e-07,2.00e-02
-1.5599997627e-07,2.00e-02
-1.5399999742e-07,2.00e-02
-1.5199996173e-07,0.00e+00
-1.4999998288e-07,2.00e-02
-1.4800000403e-07,0.00e+00
-1.4599996834e-07,2.00e-02
-1.4399998949e-07,0.00e+00
-1.4200001064e-07,2.00e-02
-1.3999997495e-07,2.00e-02
-1.3799999610e-07,0.00e+00
-1.3599996041e-07,2.00e-02
-1.3399998156e-07,0.00e+00
-1.3200000271e-07,0.00e+00
-1.2999996702e-07,2.00e-02
-1.2799998817e-07,0.00e+00
-1.2600000932e-07,2.00e-02
-1.2399997363e-07,0.00e+00
-1.2199999478e-07,0.00e+00
-1.1999995908e-07,2.00e-02
-1.1799998023e-07,0.00e+00
-1.1600000139e-07,2.00e-02
-1.1399996569e-07,0.00e+00
-1.1199998684e-07,0.00e+00
-1.1000000799e-07,2.00e-02
-1.0799997230e-07,2.00e-02
-1.0599999345e-07,2.00e-02
-1.0399995776e-07,-2.00e-02
-1.0199997891e-07,0.00e+00
-1.0000000006e-07,2.00e-02
-9.7999964369e-08,0.00e+00
-9.5999985520e-08,2.00e-02
-9.4000006670e-08,0.00e+00
-9.1999970978e-08,0.00e+00
-8.9999992129e-08,2.00e-02
-8.8000013279e-08,2.00e-02
-8.5999977587e-08,2.00e-02
-8.3999998738e-08,0.00e+00
-8.1999963045e-08,0.00e+00
-7.9999984196e-08,2.00e-02
-7.8000005347e-08,2.00e-02
-7.5999969654e-08,4.00e-02
-7.3999990805e-08,2.00e-02
-7.2000011956e-08,2.00e-02
-6.9999976263e-08,2.00e-02
-6.7999997414e-08,2.00e-02
-6.5999961721e-08,2.00e-02
-6.3999982872e-08,0.00e+00
-6.2000004023e-08,-4.00e-02
-5.9999996752e-08,-4.00e-02
-5.7999989481e-08,-1.00e-01
-5.5999982210e-08,-1.80e-01
-5.3999974939e-08,-2.60e-01
-5.1999996090e-08,-3.20e-01
-4.9999988819e-08,-3.60e-01
-4.7999981548e-08,-4.40e-01
-4.5999974277e-08,-5.00e-01
-4.3999995428e-08,-5.40e-01
-4.1999988157e-08,-5.80e-01
-3.9999980886e-08,-6.00e-01
-3.7999973615e-08,-6.20e-01
-3.5999994766e-08,-6.00e-01
-3.3999987495e-08,-6.20e-01
-3.1999980224e-08,-5.80e-01
-3.0000001375e-08,-5.40e-01
-2.7999994104e-08,-5.00e-01
-2.5999986833e-08,-4.60e-01
-2.3999979562e-08,-4.00e-01
-2.2000000713e-08,-3.00e-01
-1.9999993442e-08,-2.20e-01
-1.7999986171e-08,-1.40e-01
-1.5999978900e-08,-4.00e-02
-1.4000000051e-08,2.00e-02
-1.1999992780e-08,1.40e-01
-9.9999855094e-09,2.20e-01
-7.9999782385e-09,3.00e-01
-5.9999993893e-09,3.80e-01
-3.9999921184e-09,4.60e-01
-1.9999848475e-09,5.40e-01
2.2423424544e-14,6.20e-01
2.0000012726e-09,6.80e-01
4.0000085435e-09,7.40e-01
6.0000158144e-09,7.60e-01
8.0000230853e-09,7.80e-01
1.0000001935e-08,8.00e-01
1.2000009205e-08,8.20e-01
1.4000016476e-08,8.40e-01
1.6000023747e-08,8.20e-01
1.8000002596e-08,8.40e-01
2.0000009867e-08,8.40e-01
2.2000017138e-08,8.40e-01
2.4000024409e-08,8.40e-01
2.6000003258e-08,8.20e-01
2.8000010529e-08,8.00e-01
3.0000017800e-08,8.00e-01
3.1999996649e-08,7.80e-01
3.4000003920e-08,7.60e-01
3.6000011191e-08,7.00e-01
3.8000018462e-08,6.60e-01
3.9999997311e-08,6.60e-01
4.2000004582e-08,6.00e-01
4.4000011853e-08,5.40e-01
4.6000019124e-08,4.80e-01
4.7999997973e-08,4.40e-01
5.0000005244e-08,4.20e-01
5.2000012515e-08,3.60e-01
5.4000019786e-08,3.40e-01
5.5999998635e-08,3.00e-01
5.8000005906e-08,2.60e-01
6.0000013177e-08,2.20e-01
6.2000020448e-08,1.80e-01
6.3999999297e-08,1.60e-01
6.6000006568e-08,1.40e-01
6.8000013839e-08,1.20e-01
7.0000021110e-08,1.00e-01
7.1999999959e-08,7.99e-02
7.4000007230e-08,6.00e-02
7.6000014501e-08,6.00e-02
7.8000021772e-08,4.00e-02
8.0000000621e-08,4.00e-02
8.2000007892e-08,2.00e-02
8.4000015163e-08,4.00e-02
8.6000022434e-08,2.00e-02
8.8000001283e-08,4.00e-02
9.0000008554e-08,4.00e-02
9.2000015825e-08,4.00e-02
9.4000023096e-08,6.00e-02
9.6000001945e-08,7.99e-02
9.8000009216e-08,1.00e-01
1.0000001649e-07,1.00e-01
1.0199999534e-07,1.20e-01
1.0400000261e-07,1.40e-01
1.0600000988e-07,1.40e-01
