time,volt,
-4.5599992876e-07,0.00e+00
-4.5199997106e-07,0.00e+00
-4.4800001336e-07,0.00e+00
-4.4399994198e-07,4.00e-02
-4.3999998428e-07,4.00e-02
-4.3599991289e-07,0.00e+00
-4.3199995519e-07,0.00e+00
-4.2799999750e-07,4.00e-02
-4.2399992611e-07,4.00e-02
-4.1999996841e-07,4.00e-02
-4.1600001071e-07,0.00e+00
-4.1199993933e-07,0.00e+00
-4.0799998163e-07,0.00e+00
-4.0400002393e-07,4.00e-02
-3.9999995255e-07,4.00e-02
-3.9599999485e-07,0.00e+00
-3.9199992346e-07,0.00e+00
-3.8799996576e-07,0.00e+00
-3.8400000807e-07,4.00e-02
-3.7999993668e-07,4.00e-02
-3.7599997898e-07,0.00e+00
-3.7200002128e-07,0.00e+00
-3.6799994990e-07,-4.00e-02
-3.6399999220e-07,4.00e-02
-3.5999992082e-07,4.00e-02
-3.5599996312e-07,4.00e-02
-3.5200000542e-07,4.00e-02
-3.4799993403e-07,0.00e+00
-3.4399997633e-07,4.00e-02
-3.4000001864e-07,4.00e-02
-3.3599994725e-07,0.00e+00
-3.3199998955e-07,0.00e+00
-3.2799991817e-07,-4.00e-02
-3.2399996047e-07,4.00e-02
-3.2000000277e-07,4.00e-02
-3.1599993139e-07,0.00e+00
-3.1199997369e-07,0.00e+00
-3.0800001599e-07,0.00e+00
-3.0399994460e-07,4.00e-02
-2.9999998690e-07,4.00e-02
-2.9599991552e-07,4.00e-02
-2.9199995782e-07,0.00e+00
-2.8800000012e-07,0.00e+00
-2.8399992874e-07,4.00e-02
-2.7999997104e-07,4.00e-02
-2.7600001334e-07,0.00e+00
-2.7199994196e-07,0.00e+00
-2.6799998426e-07,4.00e-02
-2.6400002656e-07,4.00e-02
-2.5999995517e-07,4.00e-02
-2.5599999748e-07,0.00e+00
-2.5199992609e-07,0.00e+00
-2.4799996839e-07,0.00e+00
-2.4400001069e-07,4.00e-02
-2.3999993931e-07,4.00e-02
-2.3599998161e-07,0.00e+00
-2.3200002391e-07,0.00e+00
-2.2799995253e-07,0.00e+00
-2.2399999483e-07,4.00e-02
-2.1999992344e-07,0.00e+00
-2.1599996574e-07,0.00e+00
-2.1200000805e-07,0.00e+00
-2.0799999350e-07,0.00e+00
-2.0399997896e-07,4.00e-02
-1.9999996442e-07,4.00e-02
-1.9599994988e-07,0.00e+00
-1.9199999218e-07,4.00e-02
-1.8799997764e-07,0.00e+00
-1.8399996310e-07,4.00e-02
-1.7999994855e-07,4.00e-02
-1.7599999086e-07,0.00e+00
-1.7199997631e-07,0.00e+00
-1.6799996177e-07,0.00e+00
-1.6399994723e-07,4.00e-02
-1.5999998953e-07,4.00e-02
-1.5599997499e-07,0.00e+00
-1.5199996045e-07,4.00e-02
-1.4800000275e-07,0.00e+00
-1.4399998821e-07,4.00e-02
-1.3999997367e-07,4.00e-02
-1.3599995912e-07,4.00e-02
-1.3200000143e-07,0.00e+00
-1.2799998688e-07,0.00e+00
-1.2399997234e-07,4.00e-02
-1.1999995780e-07,4.00e-02
-1.1600000010e-07,0.00e+00
-1.1199998556e-07,4.00e-02
-1.0799997102e-07,0.00e+00
-1.0399995648e-07,4.00e-02
-9.9999998779e-08,4.00e-02
-9.5999984237e-08,0.00e+00
-9.1999969695e-08,0.00e+00
-8.7999955153e-08,0.00e+00
-8.3999997455e-08,4.00e-02
-7.9999982913e-08,4.00e-02
-7.5999968371e-08,0.00e+00
-7.1999953829e-08,4.00e-02
-6.7999996131e-08,0.00e+00
-6.3999981589e-08,4.00e-02
-5.9999967047e-08,4.00e-02
-5.5999952505e-08,0.00e+00
-5.1999994807e-08,0.00e+00
-4.7999980265e-08,0.00e+00
-4.3999965723e-08,4.00e-02
-3.9999951182e-08,4.00e-02
-3.5999993483e-08,0.00e+00
