time,volt,volt_1
2.5500000920e-03,-2.40e+00,0.00e+00
2.5600001682e-03,-2.40e+00,0.00e+00
2.5700002443e-03,-2.36e+00,1.60e-02
2.5800000876e-03,-2.36e+00,-1.60e-02
2.5900001638e-03,-2.36e+00,1.60e-02
2.6000002399e-03,-2.36e+00,8.00e-03
2.6100000832e-03,-2.32e+00,-8.00e-03
2.6200001594e-03,-2.36e+00,-1.60e-02
2.6300002355e-03,-2.32e+00,1.60e-02
2.6400000788e-03,-2.36e+00,0.00e+00
2.6500001550e-03,-2.32e+00,1.60e-02
2.6600002311e-03,-2.32e+00,8.00e-03
2.6700000744e-03,-2.32e+00,0.00e+00
2.6800001506e-03,-2.32e+00,2.40e-02
2.6900002267e-03,-2.28e+00,0.00e+00
2.7000000700e-03,-2.32e+00,0.00e+00
2.7100001462e-03,-2.20e+00,1.60e-02
2.7200002223e-03,-2.28e+00,1.60e-02
2.7300000656e-03,-2.28e+00,0.00e+00
2.7400001418e-03,-2.32e+00,8.00e-03
2.7500002179e-03,-2.20e+00,5.60e-02
2.7600002941e-03,-2.28e+00,8.00e-03
2.7700001374e-03,-2.28e+00,-8.00e-03
2.7800002135e-03,-2.28e+00,0.00e+00
2.7900002897e-03,-2.20e+00,1.60e-02
2.8000001330e-03,-2.28e+00,0.00e+00
2.8100002091e-03,-2.20e+00,1.60e-02
2.8200002853e-03,-2.20e+00,2.40e-02
2.8300001286e-03,-2.28e+00,-8.00e-03
2.8400002047e-03,-2.28e+00,1.60e-02
2.8500002809e-03,-2.20e+00,0.00e+00
2.8600001242e-03,-2.28e+00,0.00e+00
2.8700002003e-03,-2.16e+00,3.20e-02
2.8800002765e-03,-2.20e+00,1.60e-02
2.8900001198e-03,-2.28e+00,0.00e+00
2.9000001960e-03,-2.20e+00,1.60e-02
2.9100002721e-03,-2.28e+00,-8.00e-03
2.9200001154e-03,-2.20e+00,8.00e-03
2.9300001916e-03,-2.28e+00,-1.60e-02
2.9400002677e-03,-2.20e+00,0.00e+00
2.9500001110e-03,-2.28e+00,1.60e-02
2.9600001872e-03,-2.20e+00,1.60e-02
2.9700002633e-03,-2.28e+00,0.00e+00
2.9800001066e-03,-2.20e+00,-4.00e-02
2.9900001828e-03,-2.32e+00,1.60e-02
