X,CH1,Unnamed: 3,CH3
-0.012000001036,-1.04,,-1.6600000000000001
-0.011960000731,-1.18,,-1.6520000000000001
-0.011920000426,-1.18,,-1.6480000000000001
-0.011880001053,-1.28,,-1.6399000000000001
-0.011840000749,-1.3,,-1.6159000000000001
-0.011800000444,-1.38,,-1.6079
-0.011760001071,-1.36,,-1.612
-0.011720000766,-1.48,,-1.6
-0.011680000462,-1.48,,-1.58
-0.011640001088,-1.54,,-1.568
-0.011600000784,-1.54,,-1.568
-0.011560000479,-1.6,,-1.536
-0.011520001106,-1.6,,-1.54
-0.011480000801,-1.64,,-1.484
-0.011440000497,-1.64,,-1.5
-0.011400001124,-1.66,,-1.456
-0.011360000819,-1.66,,-1.456
-0.011320000514,-1.68,,-1.424
-0.011280001141,-1.66,,-1.424
-0.011240000837,-1.66,,-1.392
-0.011200000532,-1.66,,-1.376
-0.011160001159,-1.62,,-1.3319999999999999
-0.011120000854,-1.62,,-1.3399999999999999
-0.01108000055,-1.58,,-1.268
-0.011040001176,-1.58,,-1.284
-0.011000000872,-1.52,,-1.232
-0.010960000567,-1.5,,-1.212
-0.010920000263,-1.44,,-1.16
-0.010880000889,-1.46,,-1.176
-0.010840000585,-1.36,,-1.108
-0.01080000028,-1.34,,-1.104
-0.010760000907,-1.26,,-1.052
-0.010720000602,-1.24,,-1.048
-0.010680000298,-1.14,,-0.98
-0.010640000924,-1.12,,-0.976
-0.01060000062,-1.02,,-0.9199999999999999
-0.010560000315,-1.0,,-0.9039999999999999
-0.010520000942,-0.88,,-0.8400000000000001
-0.010480000637,-0.86,,-0.8400000000000001
-0.010440000333,-0.74,,-0.768
-0.01040000096,-0.72,,-0.768
-0.010360000655,-0.6,,-0.692
-0.01032000035,-0.56,,-0.692
-0.010280000977,-0.44,,-0.616
-0.010240000673,-0.42,,-0.612
-0.010200000368,-0.26,,-0.56
-0.010160000995,-0.26,,-0.536
-0.01012000069,-0.1,,-0.45999999999999996
-0.010080000386,-0.0799,,-0.45599999999999996
-0.010040001012,0.0799,,-0.38
-0.010000000708,0.1,,-0.38
-0.0099600004032,0.24,,-0.316
-0.00992000103,0.26,,-0.2999
-0.0098800007254,0.4,,-0.20400000000000001
-0.0098400004208,0.42,,-0.20400000000000001
-0.0098000010476,0.58,,-0.11599999999999999
-0.009760000743,0.58,,-0.11599999999999999
-0.0097200004384,0.72,,-0.04000000000000001
-0.0096800010651,0.72,,-0.04000000000000001
-0.0096400007606,0.86,,0.048000000000000015
-0.009600000456,0.88,,0.060000000000000026
-0.0095600010827,1.0,,0.12400000000000003
-0.0095200007781,1.0,,0.148
-0.0094800004736,1.12,,0.204
-0.009440000169,1.12,,0.228
-0.0094000007957,1.24,,0.29200000000000004
-0.0093600004911,1.24,,0.31600000000000006
-0.0093200001866,1.34,,0.368
-0.0092800008133,1.34,,0.376
-0.0092400005087,1.42,,0.46
-0.0092000002041,1.44,,0.46
-0.0091600008309,1.5,,0.544
-0.0091200005263,1.5,,0.54
-0.0090800002217,1.56,,0.6080000000000001
-0.0090400008485,1.56,,0.6040000000000001
-0.0090000005439,1.6,,0.6759999999999999
-0.0089600002393,1.6,,0.692
-0.0089200008661,1.64,,0.74
-0.0088800005615,1.62,,0.756
-0.0088400002569,1.64,,0.8280000000000001
-0.0088000008836,1.64,,0.8240000000000001
-0.0087600005791,1.64,,0.896
-0.0087200002745,1.64,,0.892
-0.0086800009012,1.62,,0.9600000000000001
-0.0086400005966,1.6,,0.9560000000000001
-0.0086000002921,1.58,,1.028
