X,CH1,Unnamed: 3,CH3
-0.00059999997029,-1.48,,0.96
-0.00059800001327,-1.52,,0.8999999999999999
-0.00059599999804,-1.5,,0.8799999999999999
-0.00059399998281,-1.54,,0.8199999999999998
-0.00059200002579,-1.54,,0.8199999999999998
-0.00059000001056,-1.56,,0.7599999999999999
-0.00058799999533,-1.54,,0.7599999999999999
-0.0005859999801,-1.58,,0.6600000000000001
-0.00058400002308,-1.56,,0.6600000000000001
-0.00058200000785,-1.58,,0.6000000000000001
-0.00057999999262,-1.58,,0.6000000000000001
-0.00057799997739,-1.58,,0.5
-0.00057600002037,-1.58,,0.52
-0.00057400000514,-1.58,,0.43999999999999995
-0.00057199998992,-1.58,,0.43999999999999995
-0.00056999997469,-1.56,,0.36
-0.00056800001767,-1.58,,0.36
-0.00056600000244,-1.54,,0.26
-0.00056399998721,-1.54,,0.28
-0.00056199997198,-1.56,,0.19999999999999996
-0.00056000001496,-1.54,,0.17999999999999994
-0.00055799999973,-1.52,,0.12
-0.0005559999845,-1.52,,0.08000000000000007
-0.00055400002748,-1.52,,0.020000000000000018
-0.00055200001225,-1.5,,0.020000000000000018
-0.00054999999702,-1.48,,-0.07999999999999996
-0.00054799998179,-1.48,,-0.05999999999999994
-0.00054600002477,-1.44,,-0.14
-0.00054400000954,-1.44,,-0.14
-0.00054199999431,-1.42,,-0.24
-0.00053999997908,-1.4,,-0.21999999999999997
-0.00053800002206,-1.36,,-0.31999999999999995
-0.00053600000683,-1.36,,-0.32000000000000006
-0.0005339999916,-1.32,,-0.39999999999999997
-0.00053199997637,-1.32,,-0.37999999999999995
-0.00053000001935,-1.28,,-0.48
-0.00052800000412,-1.28,,-0.48
-0.00052599998889,-1.22,,-0.56
-0.00052399997367,-1.22,,-0.56
-0.00052200001664,-1.16,,-0.64
-0.00052000000142,-1.16,,-0.64
-0.00051799998619,-1.1,,-0.7
-0.00051599997096,-1.08,,-0.72
-0.00051400001394,-1.04,,-0.8
-0.00051199999871,-1.02,,-0.78
-0.00050999998348,-0.98,,-0.86
-0.00050800002646,-0.96,,-0.86
-0.00050600001123,-0.9,,-0.94
-0.000503999996,-0.9,,-0.96
-0.00050199998077,-0.84,,-1.02
-0.00050000002375,-0.82,,-1.02
-0.00049800000852,-0.76,,-1.08
-0.00049599999329,-0.74,,-1.08
-0.00049399997806,-0.68,,-1.1400000000000001
-0.00049200002104,-0.66,,-1.1400000000000001
-0.00049000000581,-0.6,,-1.2
-0.00048799999058,-0.58,,-1.18
-0.00048600000446,-0.52,,-1.26
-0.00048399998923,-0.5,,-1.26
-0.0004820000031,-0.42,,-1.28
-0.00047999998787,-0.42,,-1.3
-0.00047800000175,-0.36,,-1.3399999999999999
-0.00047599998652,-0.34,,-1.3599999999999999
-0.00047400000039,-0.26,,-1.4
-0.00047199998517,-0.26,,-1.38
-0.00046999999904,-0.18,,-1.42
-0.00046800001292,-0.16,,-1.42
-0.00046599999769,-0.0799,,-1.46
-0.00046400001156,-0.0799,,-1.46
-0.00046199999633,0.02,,-1.48
-0.00046000001021,0.02,,-1.5
-0.00045799999498,0.1,,-1.52
-0.00045600000885,0.1,,-1.5
-0.00045399999362,0.2,,-1.52
-0.0004520000075,0.2,,-1.54
-0.00044999999227,0.26,,-1.54
-0.00044800000614,0.28,,-1.54
-0.00044599999092,0.36,,-1.54
-0.00044400000479,0.36,,-1.54
-0.00044199998956,0.44,,-1.56
-0.00044000000344,0.44,,-1.54
-0.00043799998821,0.54,,-1.58
-0.00043600000208,0.52,,-1.58
-0.00043399998685,0.6,,-1.56
-0.00043200000073,0.6,,-1.58
-0.0004299999855,0.68,,-1.56
-0.00042799999937,0.68,,-1.56
-0.00042600001325,0.74,,-1.56
-0.00042399999802,0.76,,-1.54
-0.00042200001189,0.84,,-1.54
