X,CH1,CH2,

-1.9999995718e-08,-1.72e+00,0.00e+00
-1.9600002790e-08,-1.72e+00,0.00e+00
-1.9200002757e-08,-1.72e+00,0.00e+00
-1.8800002724e-08,-1.72e+00,0.00e+00
-1.8400002691e-08,-1.72e+00,0.00e+00
-1.8000002658e-08,-1.72e+00,0.00e+00
-1.7600002625e-08,-1.72e+00,0.00e+00
-1.7200002592e-08,-1.68e+00,0.00e+00
-1.6800002559e-08,-1.68e+00,-4.00e-02
-1.6400002526e-08,-1.68e+00,-4.00e-02
-1.6000002492e-08,-1.68e+00,-4.00e-02
-1.5600002459e-08,-1.68e+00,-4.00e-02
-1.5200002426e-08,-1.68e+00,-4.00e-02
-1.4800002393e-08,-1.68e+00,-4.00e-02
-1.4400002360e-08,-1.68e+00,0.00e+00
-1.4000002327e-08,-1.68e+00,0.00e+00
-1.3600002294e-08,-1.72e+00,0.00e+00
-1.3200002261e-08,-1.72e+00,0.00e+00
-1.2800002228e-08,-1.72e+00,0.00e+00
-1.2400002195e-08,-1.72e+00,0.00e+00
-1.2000002161e-08,-1.72e+00,0.00e+00
-1.1600002128e-08,-1.72e+00,0.00e+00
-1.1200002095e-08,-1.72e+00,0.00e+00
-1.0800002062e-08,-1.72e+00,0.00e+00
-1.0400002029e-08,-1.72e+00,0.00e+00
-1.0000001996e-08,-1.72e+00,0.00e+00
-9.6000019629e-09,-1.72e+00,0.00e+00
-9.2000019298e-09,-1.68e+00,0.00e+00
-8.8000018967e-09,-1.68e+00,0.00e+00
-8.4000018636e-09,-1.68e+00,0.00e+00
-8.0000018305e-09,-1.68e+00,0.00e+00
-7.6000017974e-09,-1.68e+00,0.00e+00
-7.2000017643e-09,-1.68e+00,0.00e+00
-6.8000017312e-09,-1.68e+00,0.00e+00
-6.4000016981e-09,-1.68e+00,4.00e-02
-6.0000016651e-09,-1.68e+00,4.00e-02
-5.6000016320e-09,-1.68e+00,4.00e-02
-5.2000015989e-09,-1.68e+00,4.00e-02
-4.8000015658e-09,-1.68e+00,4.00e-02
-4.4000015327e-09,-1.68e+00,7.99e-02
-4.0000014996e-09,-1.68e+00,1.20e-01
-3.6000014665e-09,-1.68e+00,1.20e-01
-3.2000014334e-09,-1.68e+00,1.60e-01
-2.8000014003e-09,-1.68e+00,1.60e-01
-2.4000013672e-09,-1.68e+00,1.60e-01
-2.0000013341e-09,-1.68e+00,1.60e-01
-1.6000013010e-09,-1.72e+00,1.60e-01
-1.2000012679e-09,-1.68e+00,1.60e-01
-8.0000123480e-10,-1.68e+00,1.60e-01
-4.0000120171e-10,-1.68e+00,2.00e-01
-1.1686097468e-15,-1.68e+00,2.40e-01
3.9999886449e-10,-1.68e+00,2.80e-01
7.9999889758e-10,-1.68e+00,3.20e-01
1.1999989307e-09,-1.68e+00,3.20e-01
1.5999989638e-09,-1.68e+00,3.60e-01
1.9999989969e-09,-1.68e+00,3.60e-01
2.3999990300e-09,-1.72e+00,4.00e-01
2.7999990631e-09,-1.68e+00,4.00e-01
3.1999990962e-09,-1.68e+00,4.00e-01
3.5999991293e-09,-1.68e+00,4.40e-01
3.9999991624e-09,-1.68e+00,4.80e-01
4.3999991954e-09,-1.68e+00,5.20e-01
4.7999992285e-09,-1.68e+00,5.60e-01
5.1999992616e-09,-1.68e+00,5.60e-01
5.5999992947e-09,-1.68e+00,6.00e-01
5.9999993278e-09,-1.68e+00,6.40e-01
6.3999993609e-09,-1.68e+00,6.80e-01
6.7999993940e-09,-1.68e+00,7.20e-01
7.1999994271e-09,-1.68e+00,7.60e-01
7.5999994602e-09,-1.68e+00,8.00e-01
7.9999994933e-09,-1.68e+00,8.40e-01
8.3999995264e-09,-1.72e+00,8.40e-01
8.7999995595e-09,-1.68e+00,8.80e-01
9.1999995926e-09,-1.68e+00,8.80e-01
9.5999996257e-09,-1.68e+00,9.20e-01
9.9999996588e-09,-1.68e+00,9.60e-01
1.0399999692e-08,-1.68e+00,9.60e-01
1.0799999725e-08,-1.68e+00,1.00e+00
1.1199999758e-08,-1.68e+00,1.00e+00
1.1599999791e-08,-1.68e+00,1.04e+00
1.1999999824e-08,-1.68e+00,1.08e+00
1.2399999857e-08,-1.68e+00,1.08e+00
1.2799999890e-08,-1.64e+00,1.12e+00
1.3199999924e-08,-1.64e+00,1.12e+00
1.3599999957e-08,-1.64e+00,1.16e+00
1.3999999990e-08,-1.64e+00,1.20e+00
1.4400000023e-08,-1.64e+00,1.20e+00
1.4800000056e-08,-1.64e+00,1.24e+00
1.5200000089e-08,-1.64e+00,1.24e+00
1.5600000122e-08,-1.64e+00,1.28e+00
1.6000000155e-08,-1.64e+00,1.32e+00
1.6400000188e-08,-1.68e+00,1.32e+00
1.6800000221e-08,-1.68e+00,1.36e+00
1.7200000255e-08,-1.68e+00,1.36e+00
1.7600000288e-08,-1.68e+00,1.40e+00
1.8000000321e-08,-1.68e+00,1.40e+00
1.8400000354e-08,-1.72e+00,1.44e+00
1.8800000387e-08,-1.68e+00,1.44e+00
1.9200000420e-08,-1.68e+00,1.44e+00
1.9600000453e-08,-1.68e+00,1.48e+00
2.0000000486e-08,-1.68e+00,1.52e+00
2.0400000519e-08,-1.68e+00,1.52e+00
2.0800000552e-08,-1.68e+00,1.56e+00
2.1200000585e-08,-1.68e+00,1.56e+00
2.1600000619e-08,-1.68e+00,1.60e+00
2.2000000652e-08,-1.68e+00,1.64e+00
2.2400000685e-08,-1.68e+00,1.64e+00
2.2800000718e-08,-1.68e+00,1.68e+00
2.3200000751e-08,-1.68e+00,1.68e+00
2.3600000784e-08,-1.68e+00,1.72e+00
2.4000000817e-08,-1.68e+00,1.76e+00
2.4400000850e-08,-1.68e+00,1.76e+00
2.4800000883e-08,-1.68e+00,1.80e+00
2.5200000916e-08,-1.68e+00,1.80e+00
2.5600000950e-08,-1.68e+00,1.84e+00
2.6000000983e-08,-1.68e+00,1.88e+00
2.6400001016e-08,-1.68e+00,1.92e+00
2.6800001049e-08,-1.68e+00,1.96e+00
2.7200001082e-08,-1.68e+00,1.96e+00
2.7600001115e-08,-1.68e+00,2.00e+00
2.8000001148e-08,-1.68e+00,2.04e+00
2.8400001181e-08,-1.72e+00,2.04e+00
2.8800001214e-08,-1.68e+00,2.08e+00
2.9200001247e-08,-1.68e+00,2.08e+00
2.9600001281e-08,-1.68e+00,2.12e+00
3.0000001314e-08,-1.68e+00,2.16e+00
3.0400001347e-08,-1.68e+00,2.20e+00
3.0800001380e-08,-1.68e+00,2.24e+00
3.1200001413e-08,-1.68e+00,2.24e+00
3.1600001446e-08,-1.68e+00,2.28e+00
3.2000001479e-08,-1.68e+00,2.32e+00
3.2400001512e-08,-1.68e+00,2.32e+00
3.2800001545e-08,-1.68e+00,2.36e+00
3.3200001578e-08,-1.68e+00,2.36e+00
3.3600001611e-08,-1.68e+00,2.40e+00
3.4000001645e-08,-1.68e+00,2.44e+00
3.4400001678e-08,-1.68e+00,2.44e+00
3.4800001711e-08,-1.68e+00,2.48e+00
3.5200001744e-08,-1.68e+00,2.48e+00
3.5600001777e-08,-1.68e+00,2.52e+00
3.6000001810e-08,-1.68e+00,2.56e+00
3.6400001843e-08,-1.68e+00,2.56e+00
3.6800001876e-08,-1.68e+00,2.60e+00
3.7200001909e-08,-1.68e+00,2.60e+00
3.7600001942e-08,-1.68e+00,2.64e+00
3.8000001976e-08,-1.68e+00,2.64e+00
3.8400002009e-08,-1.72e+00,2.68e+00
3.8800002042e-08,-1.68e+00,2.68e+00
3.9200002075e-08,-1.68e+00,2.68e+00
