X,CH1,CH2,

-5.9999997029e-04,1.76e-01,1.32e+00
-5.9800001327e-04,2.32e-01,1.28e+00
-5.9599999804e-04,2.24e-01,1.28e+00
-5.9399998281e-04,2.72e-01,1.26e+00
-5.9200002579e-04,2.80e-01,1.26e+00
-5.9000001056e-04,3.20e-01,1.22e+00
-5.8799999533e-04,3.20e-01,1.22e+00
-5.8599998010e-04,3.60e-01,1.16e+00
-5.8400002308e-04,3.68e-01,1.16e+00
-5.8200000785e-04,4.00e-01,1.10e+00
-5.7999999262e-04,4.08e-01,1.10e+00
-5.7799997739e-04,4.48e-01,1.02e+00
-5.7600002037e-04,4.48e-01,1.02e+00
-5.7400000514e-04,4.88e-01,9.40e-01
-5.7199998992e-04,4.88e-01,9.40e-01
-5.6999997469e-04,5.20e-01,8.80e-01
-5.6800001767e-04,5.20e-01,8.60e-01
-5.6600000244e-04,5.60e-01,8.00e-01
-5.6399998721e-04,5.52e-01,8.00e-01
-5.6199997198e-04,5.92e-01,7.20e-01
-5.6000001496e-04,5.84e-01,7.20e-01
-5.5799999973e-04,6.16e-01,6.20e-01
-5.5599998450e-04,6.16e-01,6.20e-01
-5.5400002748e-04,6.32e-01,5.40e-01
-5.5200001225e-04,6.32e-01,5.40e-01
-5.4999999702e-04,6.56e-01,4.40e-01
-5.4799998179e-04,6.56e-01,4.40e-01
-5.4600002477e-04,6.72e-01,3.60e-01
-5.4400000954e-04,6.72e-01,3.40e-01
-5.4199999431e-04,6.80e-01,2.40e-01
-5.3999997908e-04,6.80e-01,2.40e-01
-5.3800002206e-04,6.96e-01,1.60e-01
-5.3600000683e-04,6.88e-01,1.40e-01
-5.3399999160e-04,6.96e-01,4.00e-02
-5.3199997637e-04,6.88e-01,4.00e-02
-5.3000001935e-04,6.96e-01,-6.00e-02
-5.2800000412e-04,6.88e-01,-7.99e-02
-5.2599998889e-04,6.96e-01,-1.60e-01
-5.2399997367e-04,6.96e-01,-1.80e-01
-5.2200001664e-04,6.80e-01,-2.60e-01
-5.2000000142e-04,6.80e-01,-2.80e-01
-5.1799998619e-04,6.72e-01,-3.80e-01
-5.1599997096e-04,6.72e-01,-3.80e-01
-5.1400001394e-04,6.56e-01,-4.60e-01
-5.1199999871e-04,6.48e-01,-4.60e-01
-5.0999998348e-04,6.40e-01,-5.60e-01
-5.0800002646e-04,6.32e-01,-5.60e-01
-5.0600001123e-04,6.16e-01,-6.40e-01
-5.0399999600e-04,6.08e-01,-6.60e-01
-5.0199998077e-04,5.84e-01,-7.40e-01
-5.0000002375e-04,5.84e-01,-7.40e-01
-4.9800000852e-04,5.52e-01,-8.20e-01
-4.9599999329e-04,5.52e-01,-8.20e-01
-4.9399997806e-04,5.20e-01,-9.00e-01
-4.9200002104e-04,5.20e-01,-9.00e-01
-4.9000000581e-04,4.80e-01,-9.60e-01
-4.8799999058e-04,4.80e-01,-9.80e-01
-4.8600000446e-04,4.40e-01,-1.04e+00
-4.8399998923e-04,4.40e-01,-1.04e+00
-4.8200000310e-04,4.00e-01,-1.12e+00
-4.7999998787e-04,3.92e-01,-1.12e+00
-4.7800000175e-04,3.60e-01,-1.16e+00
-4.7599998652e-04,3.52e-01,-1.16e+00
-4.7400000039e-04,3.12e-01,-1.22e+00
-4.7199998517e-04,3.04e-01,-1.22e+00
-4.6999999904e-04,2.64e-01,-1.26e+00
-4.6800001292e-04,2.56e-01,-1.26e+00
-4.6599999769e-04,2.16e-01,-1.30e+00
-4.6400001156e-04,2.16e-01,-1.30e+00
-4.6199999633e-04,1.68e-01,-1.32e+00
-4.6000001021e-04,1.60e-01,-1.32e+00
-4.5799999498e-04,1.12e-01,-1.34e+00
-4.5600000885e-04,1.04e-01,-1.34e+00
-4.5399999362e-04,6.40e-02,-1.36e+00
-4.5200000750e-04,4.80e-02,-1.34e+00
-4.4999999227e-04,8.00e-03,-1.38e+00
-4.4800000614e-04,0.00e+00,-1.36e+00
-4.4599999092e-04,-5.60e-02,-1.38e+00
-4.4400000479e-04,-5.60e-02,-1.34e+00
-4.4199998956e-04,-1.04e-01,-1.36e+00
-4.4000000344e-04,-1.12e-01,-1.34e+00
-4.3799998821e-04,-1.60e-01,-1.32e+00
-4.3600000208e-04,-1.60e-01,-1.34e+00
-4.3399998685e-04,-2.08e-01,-1.30e+00
-4.3200000073e-04,-2.16e-01,-1.30e+00
-4.2999998550e-04,-2.64e-01,-1.28e+00
-4.2799999937e-04,-2.64e-01,-1.28e+00
-4.2600001325e-04,-3.04e-01,-1.24e+00
-4.2399999802e-04,-3.20e-01,-1.22e+00
