H,w
1.829268292682927,7539.822368615503
2.40625,7539.822368615503
2.4838709677419355,7539.822368615503
3.7142857142857144,7539.822368615503
3.9,7539.822368615503
8.555555555555555,7539.822368615503
10.857142857142856,7539.822368615503
-18.773466833541928,7539.822368615503
-14.799999999999999,7539.822368615503
-4.4375,7539.822368615503
-4.117647058823529,7539.822368615503
-2.321428571428571,7539.822368615503
-2.2068965517241383,7539.822368615503
-1.4615384615384615,7539.822368615503
-1.435897435897436,7539.822368615503
-1.0208333333333333,7539.822368615503
-0.96,7539.822368615503
-0.6379310344827587,7539.822368615503
-0.6101694915254238,7539.822368615503
-0.4090909090909091,7539.822368615503
-0.3939393939393939,7539.822368615503
-0.23287671232876708,7539.822368615503
-0.20833333333333326,7539.822368615503
-0.06493506493506486,7539.822368615503
-0.051948051948051945,7539.822368615503
0.08750000000000001,7539.822368615503
0.09999999999999999,7539.822368615503
0.2345679012345679,7539.822368615503
0.2345679012345679,7539.822368615503
0.36250000000000004,7539.822368615503
0.37500000000000006,7539.822368615503
0.5256410256410255,7539.822368615503
0.5324675324675323,7539.822368615503
0.684931506849315,7539.822368615503
0.6986301369863014,7539.822368615503
0.880597014925373,7539.822368615503
0.8955223880597014,7539.822368615503
1.1166666666666667,7539.822368615503
1.1333333333333335,7539.822368615503
1.4038461538461537,7539.822368615503
1.4313725490196079,7539.822368615503
1.8095238095238095,7539.822368615503
1.878048780487805,7539.822368615503
2.5483870967741935,7539.822368615503
2.666666666666667,7539.822368615503
4.0,7539.822368615503
4.444444444444445,7539.822368615503
9.875,7539.822368615503
11.142857142857142,7539.822368615503
-15.2,7539.822368615503
-12.5,7539.822368615503
-4.1764705882352935,7539.822368615503
-3.7368421052631575,7539.822368615503
-2.241379310344828,7539.822368615503
-2.166666666666667,7539.822368615503
-1.487179487179487,7539.822368615503
-1.3658536585365855,7539.822368615503
-0.9795918367346939,7539.822368615503
-0.92,7539.822368615503
-0.6724137931034484,7539.822368615503
-0.6101694915254238,7539.822368615503
-0.4153846153846154,7539.822368615503
-0.3939393939393939,7539.822368615503
-0.2253521126760563,7539.822368615503
-0.20833333333333326,7539.822368615503
-0.06578947368421045,7539.822368615503
-0.039473684210526314,7539.822368615503
0.10126582278481006,7539.822368615503
0.10126582278481006,7539.822368615503
0.2375,7539.822368615503
0.24999999999999994,7539.822368615503
0.38461538461538464,7539.822368615503
0.39743589743589747,7539.822368615503
0.5394736842105262,7539.822368615503
0.5394736842105262,7539.822368615503
0.7042253521126761,7539.822368615503
0.7285714285714286,7539.822368615503
0.8787878787878787,7539.822368615503
0.9076923076923076,7539.822368615503
1.1551724137931036,7539.822368615503
1.1754385964912282,7539.822368615503
1.469387755102041,7539.822368615503
1.5208333333333333,7539.822368615503
1.923076923076923,7539.822368615503
2.0,7539.822368615503
2.6896551724137936,7539.822368615503
2.75,7539.822368615503
4.588235294117647,7539.822368615503
4.875,7539.822368615503
15.2,7539.822368615503
19.274092615769714,7539.822368615503
-9.25,7539.822368615503
-8.11111111111111,7539.822368615503
-3.4499999999999997,7539.822368615503
-3.2380952380952386,7539.822368615503
-1.96875,7539.822368615503
-1.8787878787878787,7539.822368615503
-1.3095238095238098,7539.822368615503
-1.255813953488372,7539.822368615503
-0.8653846153846154,7539.822368615503
-0.8077884615384616,7539.822368615503
-0.5737704918032787,7539.822368615503
-0.5573770491803279,7539.822368615503
-0.3676470588235294,7539.822368615503
-0.32352941176470584,7539.822368615503
-0.16216216216216217,7539.822368615503
-0.14864864864864857,7539.822368615503
-0.012658227848101266,7539.822368615503
-0.0,7539.822368615503
0.13749999999999993,7539.822368615503
0.1358024691358024,7539.822368615503
0.2749999999999999,7539.822368615503
0.2962962962962963,7539.822368615503
0.4250000000000001,7539.822368615503
0.4250000000000001,7539.822368615503
0.5789473684210525,7539.822368615503
0.5921052631578947,7539.822368615503
0.7361111111111112,7539.822368615503
0.7605633802816902,7539.822368615503
0.9384615384615385,7539.822368615503
0.9692307692307692,7539.822368615503
